id,name,descr,aliases
WMPID883,Barry Loudermilk,Barry Loudermilk is a Republican candidate for the 11th District of Georgia.,Barry Loudermilk|Loudermilk|Barry Loudermilk's|Loudermilk's|BARRY LOUDERMILK|LOUDERMILK|BARRY LOUDERMILK'S|LOUDERMILK'S
WMPID1038,Barry Moore,Barry Moore is a Republican candidate for the 2nd District of Alabama.,Barry Moore|Moore|Barry Moore's|Moore's|BARRY MOORE|MOORE|BARRY MOORE'S|MOORE'S
WMPID2685,Barry Wilson,Barry Wilson is a 3rd party candidate for the 14th District of Illinois.,Barry Wilson|Wilson|Barry Wilson's|Wilson's|BARRY WILSON|WILSON|BARRY WILSON'S|WILSON'S
WMPID2437,Bartley Goldberg,Bartley Goldberg is a Democratic candidate for the 5th District of Michigan.,Bartley Goldberg|Goldberg|Bartley Goldberg's|Goldberg's|BARTLEY GOLDBERG|GOLDBERG|BARTLEY GOLDBERG'S|GOLDBERG'S
WMPID2677,Beatrice Jackson Nichols,Beatrice Jackson Nichols is a Republican candidate for the 7th District of Alabama.,Beatrice Jackson Nichols|Nichols|Beatrice Nichols|Beatrice Jackson Nichols'|Nichols'|Beatrice Nichols'|BEATRICE JACKSON NICHOLS|NICHOLS|BEATRICE NICHOLS|BEATRICE JACKSON NICHOLS'|NICHOLS'|BEATRICE NICHOLS'
WMPID5094,Belinda Fox-Spencer,Belinda Fox-Spencer is a 3rd party candidate for the 1st District of West Virginia.,Belinda Fox-Spencer|Fox-Spencer|Belinda Fox-Spencer's|Fox-Spencer's|BELINDA FOX-SPENCER|FOX-SPENCER|BELINDA FOX-SPENCER'S|FOX-SPENCER'S
WMPID1268,Ben Cline,Ben Cline is a Republican candidate for the 6th District of Virginia.,Ben Cline|Cline|Ben Cline's|Cline's|BEN CLINE|CLINE|BEN CLINE'S|CLINE'S
WMPID1412,Ben Ray Lujan,Ben Ray Lujan is a Senator.,Ben Ray Lujan|Lujan|Ben Lujan|Ben Ray Lujan's|Lujan's|Ben Lujan's|BEN RAY LUJAN|LUJAN|BEN LUJAN|BEN RAY LUJAN'S|LUJAN'S|BEN LUJAN'S
WMPID1487,Ben Sasse,Ben Sasse is a Senator.,Ben Sasse|Sasse|Ben Sasse's|Sasse's|BEN SASSE|SASSE|BEN SASSE'S|SASSE'S
WMPID2313,Ben Sorensen,Ben Sorensen is a Democratic candidate for the 23rd District of Florida.,Ben Sorensen|Sorensen|Ben Sorensen's|Sorensen's|BEN SORENSEN|SORENSEN|BEN SORENSEN'S|SORENSEN'S
WMPID2259,Benine Hamdan,Benine Hamdan is a Republican candidate for the 10th District of New York.,Benine Hamdan|Hamdan|Benine Hamdan's|Hamdan's|BENINE HAMDAN|HAMDAN|BENINE HAMDAN'S|HAMDAN'S
WMPID1509,Benjamin Cardin,Benjamin Cardin is a Senator.,Benjamin Cardin|Cardin|Benjamin Cardin's|Cardin's|BENJAMIN CARDIN|CARDIN|BENJAMIN CARDIN'S|CARDIN'S
WMPID5259,Benjamin Harrison,Benjamin Harrison is a former U.S. president.,Benjamin Harrison|Harrison|Benjamin Harrison's|Harrison's|BENJAMIN HARRISON|HARRISON|BENJAMIN HARRISON'S|HARRISON'S
WMPID901,Bennie G Thompson,Bennie G Thompson is a Democratic candidate for the 2nd District of Mississippi.,Bennie G Thompson|Thompson|Bennie Thompson|Bennie G Thompson's|Thompson's|Bennie Thompson's|BENNIE G THOMPSON|THOMPSON|BENNIE THOMPSON|BENNIE G THOMPSON'S|THOMPSON'S|BENNIE THOMPSON'S
WMPID4447,Bernard Kyle Parrish,Bernard Kyle Parrish is a Democratic candidate for the 5th District of North Carolina.,Bernard Kyle Parrish|Parrish|Bernard Parrish|Bernard Kyle Parrish's|Parrish's|Bernard Parrish's|BERNARD KYLE PARRISH|PARRISH|BERNARD PARRISH|BERNARD KYLE PARRISH'S|PARRISH'S|BERNARD PARRISH'S
WMPID5285,Bernard Peters,Bernard Peters is a gubernatorial candidate.,Bernard Peters|Peters|Bernard Peters'|Peters'|BERNARD PETERS|PETERS|BERNARD PETERS'|PETERS'
WMPID1499,Bernard Sanders,Bernard Sanders is a Senator.,Bernard Sanders|Sanders|Bernard Sanders'|Sanders'|BERNARD SANDERS|SANDERS|BERNARD SANDERS'|SANDERS'
WMPID671,Beth Van Duyne,Beth Van Duyne is a Republican candidate for the 24th District of Texas.,Beth Van Duyne|Duyne|Beth Duyne|Beth Van Duyne's|Duyne's|Beth Duyne's|BETH VAN DUYNE|DUYNE|BETH DUYNE|BETH VAN DUYNE'S|DUYNE'S|BETH DUYNE'S
WMPID4440,Bethany Eileen Mann,Bethany Eileen Mann is a Democratic candidate for the 3rd District of Missouri.,Bethany Eileen Mann|Mann|Bethany Mann|Bethany Eileen Mann's|Mann's|Bethany Mann's|BETHANY EILEEN MANN|MANN|BETHANY MANN|BETHANY EILEEN MANN'S|MANN'S|BETHANY MANN'S
WMPID5331,Beto O'Rourke,Beto O'Rourke is a gubernatorial candidate.,Beto O'Rourke|O'Rourke|Beto O'Rourke's|O'Rourke's|BETO O'ROURKE|O'ROURKE|BETO O'ROURKE'S|O'ROURKE'S
WMPID5338,Betsy Johnson,Betsy Johnson is a gubernatorial candidate.,Betsy Johnson|Johnson|Betsy Johnson's|Johnson's|BETSY JOHNSON|JOHNSON|BETSY JOHNSON'S|JOHNSON'S
WMPID367,Betty McCollum,Betty McCollum is a Democratic candidate for the 4th District of Minnesota.,Betty McCollum|McCollum|Betty McCollum's|McCollum's|BETTY MCCOLLUM|MCCOLLUM|BETTY MCCOLLUM'S|MCCOLLUM'S
WMPID1482,Bill Cassidy,Bill Cassidy is a Senator.,Bill Cassidy|Cassidy|Bill Cassidy's|Cassidy's|BILL CASSIDY|CASSIDY|BILL CASSIDY'S|CASSIDY'S
WMPID4,Bill Clinton,Bill Clinton is a former U.S. president.,Bill Clinton|Clinton|Bill Clinton's|Clinton's|BILL CLINTON|CLINTON|BILL CLINTON'S|CLINTON'S
WMPID1115,Bill Foster,Bill Foster is a Democratic candidate for the 11th District of Illinois.,Bill Foster|Foster|Bill Foster's|Foster's|BILL FOSTER|FOSTER|BILL FOSTER'S|FOSTER'S
WMPID1428,Bill Hagerty,Bill Hagerty is a Senator.,Bill Hagerty|Hagerty|Bill Hagerty's|Hagerty's|BILL HAGERTY|HAGERTY|BILL HAGERTY'S|HAGERTY'S
WMPID334,Bill Huizenga,Bill Huizenga is a Republican candidate for the 4th District of Michigan.,Bill Huizenga|Huizenga|Bill Huizenga's|Huizenga's|BILL HUIZENGA|HUIZENGA|BILL HUIZENGA'S|HUIZENGA'S
WMPID534,Bill Johnson,Bill Johnson is a Republican candidate for the 6th District of Ohio.,Bill Johnson|Johnson|Bill Johnson's|Johnson's|BILL JOHNSON|JOHNSON|BILL JOHNSON'S|JOHNSON'S
WMPID317,Bill Keating,Bill Keating is a Democratic candidate for the 9th District of Massachusetts.,Bill Keating|Keating|Bill Keating's|Keating's|BILL KEATING|KEATING|BILL KEATING'S|KEATING'S
WMPID930,Bill Kelsey,Bill Kelsey is a 3rd party candidate for the 10th District of Texas.,Bill Kelsey|Kelsey|Bill Kelsey's|Kelsey's|BILL KELSEY|KELSEY|BILL KELSEY'S|KELSEY'S
WMPID5280,Bill Lee,Bill Lee is a gubernatorial candidate.,Bill Lee|Lee|Bill Lee's|Lee's|BILL LEE|LEE|BILL LEE'S|LEE'S
WMPID1001,Bill Pascrell Jr.,Bill Pascrell Jr. is a Democratic candidate for the 9th District of New Jersey.,Bill Pascrell Jr.|Pascrell|Bill Pascrell|Bill Pascrell Jr.'s|Pascrell's|Bill Pascrell's|BILL PASCRELL JR.|PASCRELL|BILL PASCRELL|BILL PASCRELL JR.'S|PASCRELL'S|BILL PASCRELL'S
WMPID1090,Bill Posey,Bill Posey is a Republican candidate for the 8th District of Florida.,Bill Posey|Posey|Bill Posey's|Posey's|BILL POSEY|POSEY|BILL POSEY'S|POSEY'S
WMPID5162,Bill Powers,Bill Powers is a 3rd party candidate for the 1st District of Indiana.,Bill Powers|Powers|Bill Powers'|Powers'|BILL POWERS|POWERS|BILL POWERS'|POWERS'
WMPID4783,Bill Slantz,Bill Slantz is a 3rd party candidate for the 2nd District of Missouri.,Bill Slantz|Slantz|Bill Slantz's|Slantz's|BILL SLANTZ|SLANTZ|BILL SLANTZ'S|SLANTZ'S
WMPID5279,Bill Walker,Bill Walker is a gubernatorial candidate.,Bill Walker|Walker|Bill Walker's|Walker's|BILL WALKER|WALKER|BILL WALKER'S|WALKER'S
WMPID447,Billy Prempeh,Billy Prempeh is a Republican candidate for the 9th District of New Jersey.,Billy Prempeh|Prempeh|Billy Prempeh's|Prempeh's|BILLY PREMPEH|PREMPEH|BILLY PREMPEH'S|PREMPEH'S
WMPID1162,Blaine Luetkemeyer,Blaine Luetkemeyer is a Republican candidate for the 3rd District of Missouri.,Blaine Luetkemeyer|Luetkemeyer|Blaine Luetkemeyer's|Luetkemeyer's|BLAINE LUETKEMEYER|LUETKEMEYER|BLAINE LUETKEMEYER'S|LUETKEMEYER'S
WMPID3907,Blake Masters,Blake Masters is a Republican Senate candidate in Arizona.,Blake Masters|Masters|Blake Masters'|Masters'|BLAKE MASTERS|MASTERS|BLAKE MASTERS'|MASTERS'
WMPID696,Blake Moore,Blake Moore is a Republican candidate for the 1st District of Utah.,Blake Moore|Moore|Blake Moore's|Moore's|BLAKE MOORE|MOORE|BLAKE MOORE'S|MOORE'S
WMPID715,Bob Good,Bob Good is a Republican candidate for the 5th District of Virginia.,Bob Good|Good|Bob Good's|Good's|BOB GOOD|GOOD|BOB GOOD'S|GOOD'S
WMPID4904,Bob Hernandez,Bob Hernandez is a Democratic candidate for the 4th District of Kansas.,Bob Hernandez|Hernandez|Bob Hernandez's|Hernandez's|BOB HERNANDEZ|HERNANDEZ|BOB HERNANDEZ'S|HERNANDEZ'S
WMPID5288,Bob Stefanowski,Bob Stefanowski is a gubernatorial candidate.,Bob Stefanowski|Stefanowski|Bob Stefanowski's|Stefanowski's|BOB STEFANOWSKI|STEFANOWSKI|BOB STEFANOWSKI'S|STEFANOWSKI'S
WMPID1027,Bobby Scott,Bobby Scott is a Democratic candidate for the 3rd District of Virginia.,Bobby Scott|Scott|Bobby Scott's|Scott's|BOBBY SCOTT|SCOTT|BOBBY SCOTT'S|SCOTT'S
WMPID910,Bonnie Coleman,Bonnie Coleman is a Democratic candidate for the 12th District of New Jersey.,Bonnie Coleman|Coleman|Bonnie Coleman's|Coleman's|BONNIE COLEMAN|COLEMAN|BONNIE COLEMAN'S|COLEMAN'S
WMPID4375,Brad Allen,Brad Allen is a Republican candidate for the 24th District of California.,Brad Allen|Allen|Brad Allen's|Allen's|BRAD ALLEN|ALLEN|BRAD ALLEN'S|ALLEN'S
WMPID2118,Brad Finstad,Brad Finstad is a Republican candidate for the 1st District of Minnesota.,Brad Finstad|Finstad|Brad Finstad's|Finstad's|BRAD FINSTAD|FINSTAD|BRAD FINSTAD'S|FINSTAD'S
WMPID5290,Brad Little,Brad Little is a gubernatorial candidate.,Brad Little|Little|Brad Little's|Little's|BRAD LITTLE|LITTLE|BRAD LITTLE'S|LITTLE'S
WMPID2537,Brad Pfaff,Brad Pfaff is a Democratic candidate for the 3rd District of Wisconsin.,Brad Pfaff|Pfaff|Brad Pfaff's|Pfaff's|BRAD PFAFF|PFAFF|BRAD PFAFF'S|PFAFF'S
WMPID800,Brad Schneider,Brad Schneider is a Democratic candidate for the 10th District of Illinois.,Brad Schneider|Schneider|Brad Schneider's|Schneider's|BRAD SCHNEIDER|SCHNEIDER|BRAD SCHNEIDER'S|SCHNEIDER'S
WMPID951,Brad Sherman,Brad Sherman is a Democratic candidate for the 32nd District of California.,Brad Sherman|Sherman|Brad Sherman's|Sherman's|BRAD SHERMAN|SHERMAN|BRAD SHERMAN'S|SHERMAN'S
WMPID828,Brad Wenstrup,Brad Wenstrup is a Republican candidate for the 2nd District of Ohio.,Brad Wenstrup|Wenstrup|Brad Wenstrup's|Wenstrup's|BRAD WENSTRUP|WENSTRUP|BRAD WENSTRUP'S|WENSTRUP'S
WMPID2419,Bradley Lamar Jr. Horges,Bradley Lamar Jr. Horges is a 3rd party Senate candidate in Illinois.,Bradley Lamar Jr. Horges|Horges|Bradley Horges|Bradley Lamar Jr. Horges'|Horges'|Bradley Horges'|BRADLEY LAMAR JR. HORGES|HORGES|BRADLEY HORGES|BRADLEY LAMAR JR. HORGES'|HORGES'|BRADLEY HORGES'
WMPID3389,Brady Duke,Brady Duke is a Republican candidate for the 7th District of Florida.,Brady Duke|Duke|Brady Duke's|Duke's|BRADY DUKE|DUKE|BRADY DUKE'S|DUKE'S
WMPID3687,Brandon McDonald Williams,Brandon McDonald Williams is a Republican candidate for the 22nd District of New York.,Brandon McDonald Williams|Williams|Brandon Williams|Brandon McDonald Williams'|Williams'|Brandon Williams'|BRANDON MCDONALD WILLIAMS|WILLIAMS|BRANDON WILLIAMS|BRANDON MCDONALD WILLIAMS'|WILLIAMS'|BRANDON WILLIAMS'
WMPID3885,Brandon Sandage,Brandon Sandage is a Republican candidate for the 4th District of Louisiana.,Brandon Sandage|Sandage|Brandon Sandage's|Sandage's|BRANDON SANDAGE|SANDAGE|BRANDON SANDAGE'S|SANDAGE'S
WMPID4986,Brannon Mcmorris,Brannon Mcmorris is a 3rd party Senate candidate in Louisiana.,Brannon Mcmorris|Mcmorris|Brannon Mcmorris'|Mcmorris'|BRANNON MCMORRIS|MCMORRIS|BRANNON MCMORRIS'|MCMORRIS'
WMPID3197,Brenda Laney Rodriguez,Brenda Laney Rodriguez is a 3rd party Senate candidate in North Carolina.,Brenda Laney Rodriguez|Rodriguez|Brenda Rodriguez|Brenda Laney Rodriguez's|Rodriguez's|Brenda Rodriguez's|BRENDA LANEY RODRIGUEZ|RODRIGUEZ|BRENDA RODRIGUEZ|BRENDA LANEY RODRIGUEZ'S|RODRIGUEZ'S|BRENDA RODRIGUEZ'S
WMPID5334,Brenda Siegel,Brenda Siegel is a gubernatorial candidate.,Brenda Siegel|Siegel|Brenda Siegel's|Siegel's|BRENDA SIEGEL|SIEGEL|BRENDA SIEGEL'S|SIEGEL'S
WMPID923,Brendan Boyle,Brendan Boyle is a Democratic candidate for the 2nd District of Pennsylvania.,Brendan Boyle|Boyle|Brendan Boyle's|Boyle's|BRENDAN BOYLE|BOYLE|BRENDAN BOYLE'S|BOYLE'S
WMPID1131,Brett Guthrie,Brett Guthrie is a Republican candidate for the 2nd District of Kentucky.,Brett Guthrie|Guthrie|Brett Guthrie's|Guthrie's|BRETT GUTHRIE|GUTHRIE|BRETT GUTHRIE'S|GUTHRIE'S
WMPID16,Brett Kavanaugh,Brett Kavanaugh is a Supreme Court Justice.,Brett Kavanaugh|Kavanaugh|Brett Kavanaugh's|Kavanaugh's|BRETT KAVANAUGH|KAVANAUGH|BRETT KAVANAUGH'S|KAVANAUGH'S
WMPID4966,Brian Abrahamson,Brian Abrahamson is a 3rd party candidate for the 1st District of Minnesota.,Brian Abrahamson|Abrahamson|Brian Abrahamson's|Abrahamson's|BRIAN ABRAHAMSON|ABRAHAMSON|BRIAN ABRAHAMSON'S|ABRAHAMSON'S
WMPID1020,Brian Babin,Brian Babin is a Republican candidate for the 36th District of Texas.,Brian Babin|Babin|Brian Babin's|Babin's|BRIAN BABIN|BABIN|BRIAN BABIN'S|BABIN'S
WMPID5043,Brian Belzer,Brian Belzer is a Republican candidate for the 6th District of Louisiana.,Brian Belzer|Belzer|Brian Belzer's|Belzer's|BRIAN BELZER|BELZER|BRIAN BELZER'S|BELZER'S
WMPID2037,Brian Bengs,Brian Bengs is a Democratic Senate candidate in South Dakota.,Brian Bengs|Bengs|Brian Bengs'|Bengs'|BRIAN BENGS|BENGS|BRIAN BENGS'|BENGS'
WMPID5308,Brian Dahle,Brian Dahle is a gubernatorial candidate.,Brian Dahle|Dahle|Brian Dahle's|Dahle's|BRIAN DAHLE|DAHLE|BRIAN DAHLE'S|DAHLE'S
WMPID1012,Brian Fitzpatrick,Brian Fitzpatrick is a Republican candidate for the 1st District of Pennsylvania.,Brian Fitzpatrick|Fitzpatrick|Brian Fitzpatrick's|Fitzpatrick's|BRIAN FITZPATRICK|FITZPATRICK|BRIAN FITZPATRICK'S|FITZPATRICK'S
WMPID399,Brian Flowers,Brian Flowers is a Republican candidate for the 2nd District of Mississippi.,Brian Flowers|Flowers|Brian Flowers'|Flowers'|BRIAN FLOWERS|FLOWERS|BRIAN FLOWERS'|FLOWERS'
WMPID3549,Brian Hawkins,Brian Hawkins is a Republican candidate for the 25th District of California.,Brian Hawkins|Hawkins|Brian Hawkins'|Hawkins'|BRIAN HAWKINS|HAWKINS|BRIAN HAWKINS'|HAWKINS'
WMPID5292,Brian Kemp,Brian Kemp is a gubernatorial candidate.,Brian Kemp|Kemp|Brian Kemp's|Kemp's|BRIAN KEMP|KEMP|BRIAN KEMP'S|KEMP'S
WMPID921,Brian M Higgins,Brian M Higgins is a Democratic candidate for the 26th District of New York.,Brian M Higgins|Higgins|Brian Higgins|Brian M Higgins'|Higgins'|Brian Higgins'|BRIAN M HIGGINS|HIGGINS|BRIAN HIGGINS|BRIAN M HIGGINS'|HIGGINS'|BRIAN HIGGINS'
WMPID1073,Brian Maryott,Brian Maryott is a Republican candidate for the 49th District of California.,Brian Maryott|Maryott|Brian Maryott's|Maryott's|BRIAN MARYOTT|MARYOTT|BRIAN MARYOTT'S|MARYOTT'S
WMPID972,Brian Mast,Brian Mast is a Republican candidate for the 21st District of Florida.,Brian Mast|Mast|Brian Mast's|Mast's|BRIAN MAST|MAST|BRIAN MAST'S|MAST'S
WMPID3610,Brian Perras,Brian Perras is a Republican candidate for the 12th District of Florida.,Brian Perras|Perras|Brian Perras'|Perras'|BRIAN PERRAS|PERRAS|BRIAN PERRAS'|PERRAS'
WMPID1478,Brian Schatz,Brian Schatz is a Democratic Senate candidate in Hawaii.,Brian Schatz|Schatz|Brian Schatz's|Schatz's|BRIAN SCHATZ|SCHATZ|BRIAN SCHATZ'S|SCHATZ'S
WMPID3249,Brian Steven Jaye,Brian Steven Jaye is a Democratic candidate for the 9th District of Michigan.,Brian Steven Jaye|Jaye|Brian Jaye|Brian Steven Jaye's|Jaye's|Brian Jaye's|BRIAN STEVEN JAYE|JAYE|BRIAN JAYE|BRIAN STEVEN JAYE'S|JAYE'S|BRIAN JAYE'S
WMPID2343,Bridget Fleming,Bridget Fleming is a Democratic candidate for the 1st District of New York.,Bridget Fleming|Fleming|Bridget Fleming's|Fleming's|BRIDGET FLEMING|FLEMING|BRIDGET FLEMING'S|FLEMING'S
WMPID2090,Brittany Louise Pettersen,Brittany Louise Pettersen is a Democratic candidate for the 7th District of Colorado.,Brittany Louise Pettersen|Pettersen|Brittany Pettersen|Brittany Louise Pettersen's|Pettersen's|Brittany Pettersen's|BRITTANY LOUISE PETTERSEN|PETTERSEN|BRITTANY PETTERSEN|BRITTANY LOUISE PETTERSEN'S|PETTERSEN'S|BRITTANY PETTERSEN'S
WMPID4322,Brock Pierce,Brock Pierce is a 3rd party Senate candidate in Vermont.,Brock Pierce|Pierce|Brock Pierce's|Pierce's|BROCK PIERCE|PIERCE|BROCK PIERCE'S|PIERCE'S
WMPID4254,Bruce Lee Poliquin,Bruce Lee Poliquin is a Republican candidate for the 2nd District of Maine.,Bruce Lee Poliquin|Poliquin|Bruce Poliquin|Bruce Lee Poliquin's|Poliquin's|Bruce Poliquin's|BRUCE LEE POLIQUIN|POLIQUIN|BRUCE POLIQUIN|BRUCE LEE POLIQUIN'S|POLIQUIN'S|BRUCE POLIQUIN'S
WMPID4991,Bruce Powell Majors,Bruce Powell Majors is a 3rd party candidate for the 0th District of NA.,Bruce Powell Majors|Majors|Bruce Majors|Bruce Powell Majors'|Majors'|Bruce Majors'|BRUCE POWELL MAJORS|MAJORS|BRUCE MAJORS|BRUCE POWELL MAJORS'|MAJORS'|BRUCE MAJORS'
WMPID864,Bruce Westerman,Bruce Westerman is a Republican candidate for the 4th District of Arkansas.,Bruce Westerman|Westerman|Bruce Westerman's|Westerman's|BRUCE WESTERMAN|WESTERMAN|BRUCE WESTERMAN'S|WESTERMAN'S
WMPID3522,Bryan Christopher Jones,Bryan Christopher Jones is a Republican candidate for the 1st District of Florida.,Bryan Christopher Jones|Jones|Bryan Jones|Bryan Christopher Jones'|Jones'|Bryan Jones'|BRYAN CHRISTOPHER JONES|JONES|BRYAN JONES|BRYAN CHRISTOPHER JONES'|JONES'|BRYAN JONES'
WMPID4985,Bryan Jack Holder,Bryan Jack Holder is a 3rd party candidate for the 4th District of Iowa.,Bryan Jack Holder|Holder|Bryan Holder|Bryan Jack Holder's|Holder's|Bryan Holder's|BRYAN JACK HOLDER|HOLDER|BRYAN HOLDER|BRYAN JACK HOLDER'S|HOLDER'S|BRYAN HOLDER'S
WMPID1281,Bryan Steil,Bryan Steil is a Republican candidate for the 1st District of Wisconsin.,Bryan Steil|Steil|Bryan Steil's|Steil's|BRYAN STEIL|STEIL|BRYAN STEIL'S|STEIL'S
WMPID882,Buddy Carter,Buddy Carter is a Republican candidate for the 1st District of Georgia.,Buddy Carter|Carter|Buddy Carter's|Carter's|BUDDY CARTER|CARTER|BUDDY CARTER'S|CARTER'S
WMPID4923,Bulldog Ben Robinson,Bulldog Ben Robinson is a 3rd party candidate for the 2nd District of Oklahoma.,Bulldog Ben Robinson|Robinson|Bulldog Robinson|Bulldog Ben Robinson's|Robinson's|Bulldog Robinson's|BULLDOG BEN ROBINSON|ROBINSON|BULLDOG ROBINSON|BULLDOG BEN ROBINSON'S|ROBINSON'S|BULLDOG ROBINSON'S
WMPID706,Burgess Owens,Burgess Owens is a Republican candidate for the 4th District of Utah.,Burgess Owens|Owens|Burgess Owens'|Owens'|BURGESS OWENS|OWENS|BURGESS OWENS'|OWENS'
WMPID4999,Buzz Kelley,Buzz Kelley is a Republican Senate candidate in Alaska.,Buzz Kelley|Kelley|Buzz Kelley's|Kelley's|BUZZ KELLEY|KELLEY|BUZZ KELLEY'S|KELLEY'S
WMPID158,Byron Donalds,Byron Donalds is a Republican candidate for the 19th District of Florida.,Byron Donalds|Donalds|Byron Donalds'|Donalds'|BYRON DONALDS|DONALDS|BYRON DONALDS'|DONALDS'
WMPID4493,C Mark Coester,C Mark Coester is a 3rd party Senate candidate in Vermont.,C Mark Coester|Coester|C Coester|C Mark Coester's|Coester's|C Coester's|C MARK COESTER|COESTER|C COESTER|C MARK COESTER'S|COESTER'S|C COESTER'S
WMPID3294,Caesar Gonzales,Caesar Gonzales is a Republican candidate for the 13rd District of Georgia.,Caesar Gonzales|Gonzales|Caesar Gonzales'|Gonzales'|CAESAR GONZALES|GONZALES|CAESAR GONZALES'|GONZALES'
WMPID5238,Calvin Coolidge,Calvin Coolidge is a former U.S. president.,Calvin Coolidge|Coolidge|Calvin Coolidge's|Coolidge's|CALVIN COOLIDGE|COOLIDGE|CALVIN COOLIDGE'S|COOLIDGE'S
WMPID4289,Calvin Wimbish,Calvin Wimbish is a Republican candidate for the 10th District of Florida.,Calvin Wimbish|Wimbish|Calvin Wimbish's|Wimbish's|CALVIN WIMBISH|WIMBISH|CALVIN WIMBISH'S|WIMBISH'S
WMPID4714,Cameron Alton Chick Sr.,Cameron Alton Chick Sr. is a 3rd party candidate for the 1st District of New Mexico.,Cameron Alton Chick Sr.|Chick|Cameron Chick|Cameron Alton Chick Sr.'s|Chick's|Cameron Chick's|CAMERON ALTON CHICK SR.|CHICK|CAMERON CHICK|CAMERON ALTON CHICK SR.'S|CHICK'S|CAMERON CHICK'S
WMPID4286,Cameron Parsons,Cameron Parsons is a Democratic candidate for the 1st District of Tennessee.,Cameron Parsons|Parsons|Cameron Parsons'|Parsons'|CAMERON PARSONS|PARSONS|CAMERON PARSONS'|PARSONS'
WMPID5103,Cara Mund,Cara Mund is a 3rd party candidate for the 0th District of North Dakota.,Cara Mund|Mund|Cara Mund's|Mund's|CARA MUND|MUND|CARA MUND'S|MUND'S
WMPID4164,Carl Marlinga,Carl Marlinga is a Democratic candidate for the 10th District of Michigan.,Carl Marlinga|Marlinga|Carl Marlinga's|Marlinga's|CARL MARLINGA|MARLINGA|CARL MARLINGA'S|MARLINGA'S
WMPID169,Carla Spalding,Carla Spalding is a Republican candidate for the 25th District of Florida.,Carla Spalding|Spalding|Carla Spalding's|Spalding's|CARLA SPALDING|SPALDING|CARLA SPALDING'S|SPALDING'S
WMPID175,Carlos Gimenez,Carlos Gimenez is a Republican candidate for the 28th District of Florida.,Carlos Gimenez|Gimenez|Carlos Gimenez's|Gimenez's|CARLOS GIMENEZ|GIMENEZ|CARLOS GIMENEZ'S|GIMENEZ'S
WMPID2458,Carlos Martinez Garin,Carlos Martinez Garin is a Republican candidate for the 28th District of Florida.,Carlos Martinez Garin|Garin|Carlos Garin|Carlos Martinez Garin's|Garin's|Carlos Garin's|CARLOS MARTINEZ GARIN|GARIN|CARLOS GARIN|CARLOS MARTINEZ GARIN'S|GARIN'S|CARLOS GARIN'S
WMPID1707,Carmen Montiel,Carmen Montiel is a Republican candidate for the 18th District of Texas.,Carmen Montiel|Montiel|Carmen Montiel's|Montiel's|CARMEN MONTIEL|MONTIEL|CARMEN MONTIEL'S|MONTIEL'S
WMPID5294,Carol Blood,Carol Blood is a gubernatorial candidate.,Carol Blood|Blood|Carol Blood's|Blood's|CAROL BLOOD|BLOOD|CAROL BLOOD'S|BLOOD'S
WMPID1285,Carol Miller,Carol Miller is a Republican candidate for the 1st District of West Virginia.,Carol Miller|Miller|Carol Miller's|Miller's|CAROL MILLER|MILLER|CAROL MILLER'S|MILLER'S
WMPID1701,Caroline Avery,Caroline Avery is a 3rd party candidate for the 1st District of Pennsylvania.,Caroline Avery|Avery|Caroline Avery's|Avery's|CAROLINE AVERY|AVERY|CAROLINE AVERY'S|AVERY'S
WMPID2113,Carrie Lawlor,Carrie Lawlor is a Republican candidate for the 22nd District of Florida.,Carrie Lawlor|Lawlor|Carrie Lawlor's|Lawlor's|CARRIE LAWLOR|LAWLOR|CARRIE LAWLOR'S|LAWLOR'S
WMPID3320,Carta Reale Sierra,Carta Reale Sierra is a 3rd party Senate candidate in Idaho.,Carta Reale Sierra|Sierra|Carta Sierra|Carta Reale Sierra's|Sierra's|Carta Sierra's|CARTA REALE SIERRA|SIERRA|CARTA SIERRA|CARTA REALE SIERRA'S|SIERRA'S|CARTA SIERRA'S
